assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
4,9,282,100,100,5,0.4,194634,None,,0,0,-4,4,242.6,151,19,None,,3,4,2.8,1.0,13,1.70,0.14,8.08,0.65,6.38,17.76,1.42,0.51,Diogo,0.0,768,88,19,1.52,7,100.6,132,22,288,False,376.6,191,19,1125,,2023-05-05T14:00:09.465844Z,86,10,5,0,0,None,0,,194634.jpg,3.6,97,14,0,0,0.0,Teixeira da Silva,2.0,133,21,False,None,12,0.96,a,12,14,391.0,96,32,80,845827,0,694434,0,0.0,9.3,Diogo Jota,2
0,0,20,100,100,0,0.0,200720,None,,0,0,-1,1,0.0,541,28,None,,0,1,1.0,1.0,2,0.00,0.0,0.00,0.0,0.00,1.77,1.77,0.0,Caoimhin,0.0,33,16,4,4.0,0,3.8,481,37,289,False,38.0,461,37,90,,2022-07-29T22:30:04.925323Z,39,739,68,0,0,None,0,,200720.jpg,2.0,306,35,0,6,6.0,Kelleher,0.2,371,46,False,None,1,1.0,a,12,14,0.0,501,18,2,16821,0,21555,0,0.0,0.5,Kelleher,0
0,0,305,100,75,7,0.41,204716,None,,0,0,-1,1,39.6,384,133,None,,0,2,3.3,0.8,0,0.65,0.04,1.86,0.11,1.21,24.34,1.41,0.07,Ibrahima,0.0,545,230,22,1.28,0,46.8,298,101,290,False,285.6,244,92,1551,,2023-05-26T10:00:10.645589Z,49,241,32,1,0,None,0,,204716.jpg,2.7,199,71,0,0,0.0,Konaté,1.3,169,57,False,None,17,0.99,a,12,14,144.0,226,49,49,309412,0,241740,0,0.0,10.0,Konaté,5
1,4,206,100,100,4,0.35,206915,None,,0,0,-1,1,238.1,153,102,None,,1,3,7.4,1.0,1,1.36,0.12,2.51,0.22,1.15,15.60,1.36,0.1,Curtis,0.0,546,205,15,1.31,3,75.0,200,104,291,False,272.8,257,108,1029,,2022-12-21T14:30:07.128942Z,49,242,140,0,0,None,0,,206915.jpg,2.9,172,68,0,0,0.0,Jones,0.4,296,99,False,None,12,1.05,a,12,14,240.0,156,93,52,53411,0,11011,0,0.0,10.6,Jones,2
4,2,216,100,100,4,0.47,214285,3,,0,0,-2,2,298.3,124,22,None,,1,2,2.6,1.0,-1,1.30,0.15,1.98,0.23,0.68,14.45,1.71,0.08,Konstantinos,0.0,224,132,11,1.3,0,60.7,248,78,292,False,183.2,322,127,762,,2023-03-28T21:00:08.365221Z,43,566,142,0,0,None,0,,214285.jpg,2.4,239,88,0,0,0.0,Tsimikas,0.4,307,112,False,None,9,1.06,a,12,14,124.0,245,61,48,139456,0,124482,0,0.0,11.2,Tsimikas,3
2,7,166,100,100,4,0.36,244731,None,,0,0,-2,2,200.6,184,115,None,,1,3,4.8,1.0,1,1.32,0.12,3.80,0.35,2.48,11.99,1.09,0.23,Luis,0.0,757,329,11,1.0,4,85.0,169,95,293,False,245.4,275,116,991,,2023-03-31T15:00:09.298898Z,78,23,10,0,0,None,0,,244731.jpg,3.6,96,42,0,0,0.0,Díaz,6.6,59,20,False,None,11,1.0,a,12,14,404.0,91,59,62,2486665,0,4016729,0,0.0,7.9,Luis Díaz,2
2,2,286,100,100,5,0.28,444884,None,,0,0,-2,2,406.1,84,67,None,,0,3,2.0,1.0,0,4.31,0.24,6.43,0.36,2.12,26.07,1.47,0.12,Harvey,0.0,522,187,20,1.12,1,105.5,122,79,294,False,269.0,264,112,1600,,2022-12-31T08:30:08.114482Z,48,291,174,0,0,None,0,,444884.jpg,1.9,338,136,0,0,0.0,Elliott,0.5,259,86,False,None,18,1.01,a,12,14,378.0,99,62,62,282220,0,271327,0,0.0,12.9,Elliott,2
1,0,80,100,100,0,0.0,244858,None,,0,0,-4,4,36.7,395,200,None,,0,3,1.2,1.0,0,0.25,0.07,1.36,0.36,1.11,5.01,1.33,0.29,Fábio,0.0,611,245,3,0.8,2,29.7,371,167,296,False,89.4,399,169,339,,2023-01-27T15:30:08.500231Z,51,181,104,0,0,None,0,,244858.jpg,2.1,300,121,0,0,0.0,Freitas Gouveia Carvalho,0.3,340,116,False,None,4,1.06,a,12,14,173.0,202,121,27,122389,0,136756,0,0.0,5.3,Carvalho,0
5,8,310,100,75,7,0.37,447203,None,,0,0,-4,4,336.9,107,10,None,,1,4,2.0,0.8,0,2.66,0.14,14.81,0.79,12.15,28.62,1.53,0.65,Darwin,0.0,769,89,22,1.18,9,186.0,41,10,297,False,458.2,136,14,1684,,2023-05-15T22:30:08.790165Z,86,11,6,0,0,None,0,,447203.jpg,3.4,120,17,1,0,0.0,Núñez Ribeiro,6.4,60,11,False,None,19,1.02,a,12,14,1078.0,12,7,100,4112461,0,5508676,0,0.0,11.6,Darwin,1
0,0,0,100,0,0,0,489580,None,,0,0,-1,1,0.0,555,200,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Calvin,0.0,50,27,0,0,0,0.0,575,201,298,False,0.0,571,202,0,,2023-02-17T12:30:09.308621Z,39,756,250,0,0,None,0,,489580.jpg,0.0,583,202,0,0,0,Ramsay,0.2,369,140,False,None,0,0,a,12,14,0.0,516,190,0,27658,0,40065,0,0.0,0.0,Ramsay,0
0,0,0,None,None,0,0,60706,None,,0,0,-2,2,0.0,523,18,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrián,0.0,7,6,0,0,0,0.0,549,43,497,False,0.0,545,43,0,,None,38,764,81,0,0,None,0,,60706.jpg,0.0,557,43,0,0,0,San Miguel del Castillo,0.6,239,37,False,None,0,0,a,12,14,0.0,482,8,0,61345,0,79831,0,0.0,0.0,Adrián,0
0,0,0,0,0,0,0,219937,None,,0,0,0,0,0.0,577,208,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,77,39,0,0,0,0.0,595,209,498,False,0.0,591,210,0,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,669,193,0,0,None,0,,219937.jpg,0.0,604,211,0,0,0,Williams,0.0,716,253,False,None,0,0,u,12,14,0.0,540,199,0,0,0,745,0,0.0,0.0,R.Williams,0
0,0,0,0,0,0,0,152898,None,,0,0,0,0,0.0,566,202,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,64,31,0,0,0,0.0,584,203,499,False,0.0,580,204,0,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,656,185,0,0,None,0,,152898.jpg,0.0,592,204,0,0,0,Davies,0.0,730,256,False,None,0,0,u,12,14,0.0,528,192,0,0,0,579,0,0.0,0.0,Davies,0
0,0,0,0,0,0,0,444765,None,,0,0,0,0,0.0,587,213,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sepp,0.0,90,47,0,0,0,0.0,605,214,500,False,0.0,601,215,0,Season-long loan to Schalke 04,2022-08-31T07:21:56.075322Z,40,682,201,0,0,None,0,,444765.jpg,0.0,614,216,0,0,0,van den Berg,0.1,418,157,False,None,0,0,u,12,14,0.0,551,205,0,10688,0,30288,0,0.0,0.0,Van den Berg,0
0,0,17,None,None,0,0.0,197464,None,,0,0,-2,2,1.4,478,172,None,,0,2,1.0,1.0,0,0.01,0.01,0.05,0.07,0.04,0.48,0.66,0.06,Nathaniel,0.0,11,4,1,1.38,0,3.4,486,168,501,False,15.4,478,169,65,,None,38,768,255,0,0,None,0,,197464.jpg,1.5,403,143,0,0,0.0,Phillips,0.6,251,89,False,None,1,1.38,a,12,14,18.0,427,155,3,101943,0,88295,0,0.0,0.8,Phillips,0
0,0,0,0,0,0,0,462491,None,,0,0,0,0,0.0,597,217,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,101,52,0,0,0,0.0,615,218,563,False,0.0,611,219,0,Season-long loan to Kilmarnock,2023-01-31T16:04:16.856623Z,40,693,206,0,0,None,0,,462491.jpg,0.0,624,220,0,0,0,Chambers,0.1,454,169,False,None,0,0,u,12,14,0.0,562,210,0,7417,0,9750,0,0.0,0.0,Chambers,0
0,0,85,100,0,3,0.52,535928,None,,0,0,-2,2,61.7,357,186,None,,0,3,0.0,0.0,0,0.47,0.08,1.26,0.22,0.79,6.80,1.17,0.14,Stefan,0.0,243,40,4,0.69,1,22.8,396,175,564,False,90.2,396,167,522,,2023-03-15T00:30:09.273516Z,43,585,316,0,0,None,0,,535928.jpg,2.0,313,122,0,0,0.0,Bajcetic,0.0,553,218,False,None,6,1.03,a,12,14,77.0,313,158,22,40504,0,38366,0,0.0,5.1,Bajcetic,2
0,0,1,None,None,0,0.0,491970,None,,0,0,0,0,0.3,504,246,None,,0,3,1.0,1.0,0,0.09,1.16,0.09,1.16,0.00,0.00,0.0,0.0,Bobby,0.0,397,103,0,0.0,0,0.2,536,244,584,False,0.0,717,295,7,,None,45,428,243,0,0,None,0,,491970.jpg,1.0,504,227,0,0,0.0,Clark,0.0,660,263,False,None,0,0.0,a,12,14,2.0,472,231,1,1504,0,1524,0,0.0,0.2,Clark,0
0,0,0,None,None,0,0,464353,None,,0,0,0,0,0.0,598,61,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harvey,0.0,102,50,0,0,0,0.0,616,78,592,False,0.0,612,78,0,,None,40,694,57,0,0,None,0,,464353.jpg,0.0,625,78,0,0,0,Davies,0.0,595,63,False,None,0,0,a,12,14,0.0,563,52,0,1915,0,2112,0,0.0,0.0,H.Davies,0
0,0,0,100,100,0,0,204043,None,,0,0,-2,2,0.0,749,325,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Arthur Henrique,0.0,509,180,0,0,0,0.0,754,324,620,False,0.0,753,324,0,,2022-10-07T11:00:07.432007Z,48,278,167,0,0,None,0,,204043.jpg,0.0,756,326,0,0,0,Ramos de Oliveira Melo,0.0,608,243,False,None,0,0,a,12,14,0.0,742,322,0,8600,0,8379,0,0.0,0.0,Arthur,0
0,0,4,None,None,0,0.0,496208,None,,0,0,0,0,1.4,481,232,None,,0,3,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.96,3.76,0.0,Ben,0.0,402,106,1,3.91,0,1.2,508,228,665,False,5.6,507,228,23,,None,45,433,246,0,0,None,0,,496208.jpg,1.0,507,229,0,0,0.0,Doak,0.0,723,299,False,None,0,0.0,a,12,14,4.0,465,227,2,965,0,809,0,0.0,0.4,Doak,0
3,4,256,100,100,6,0.37,243298,None,,0,0,-4,4,292.4,127,92,None,,1,3,4.4,1.0,6,1.87,0.12,8.30,0.52,6.43,19.56,1.21,0.4,Cody,0.0,754,327,19,1.18,7,112.3,110,72,680,False,375.6,193,79,1455,,2023-01-02T15:30:08.448397Z,76,25,12,0,0,None,0,,243298.jpg,4.3,36,17,0,0,0.0,Gakpo,5.3,73,24,False,None,17,1.05,a,12,14,460.0,70,46,90,1935175,0,1345408,0,0.0,11.8,Gakpo,0
0,0,376,100,100,7,0.32,58621,None,,0,0,-3,3,199.4,185,44,None,,0,2,4.7,1.0,2,1.32,0.06,1.71,0.08,0.39,20.07,0.92,0.02,Kyle,0.0,458,211,20,0.92,0,47.7,295,100,299,False,236.8,282,107,1953,,2022-10-02T21:00:07.238617Z,47,296,47,0,0,None,0,,58621.jpg,2.6,208,76,0,0,0.0,Walker,4.5,82,30,False,None,22,1.01,a,13,43,42.0,379,135,69,1459763,0,2016251,0,0.0,14.7,Walker,3
6,9,518,None,None,10,0.38,59859,6,,0,0,-1,1,636.9,41,34,3,,1,3,7.0,1.0,0,4.37,0.17,12.20,0.47,7.83,20.31,0.78,0.3,Ilkay,0.0,751,325,20,0.77,8,182.7,44,31,300,False,596.2,83,38,2351,,None,74,27,14,0,1,None,0,,59859.jpg,4.3,35,16,0,0,0.0,Gündogan,7.7,52,17,False,None,27,1.03,a,13,43,597.0,46,29,132,1613621,0,994013,0,0.0,17.8,Gündogan,0
18,26,742,50,100,10,0.37,61366,2,,0,0,1,-1,1476.7,3,2,1,,5,3,1.8,1.0,0,13.69,0.51,19.03,0.71,5.34,19.88,0.74,0.2,Kevin,0.0,776,337,23,0.86,7,297.6,8,6,301,False,897.8,16,7,2413,Hamstring injury - 50% chance of playing,2023-06-26T10:00:03.964885Z,121,3,2,0,0,4,0,,61366.jpg,5.7,8,4,0,0,0.0,De Bruyne,25.5,12,7,False,None,28,1.04,d,13,43,598.0,45,28,183,7222275,0,6671693,0,0.0,15.1,De Bruyne,1
2,13,422,100,100,7,0.34,97299,None,,0,0,1,-1,164.1,214,52,None,,1,2,2.8,1.0,0,0.97,0.05,2.00,0.1,1.03,13.56,0.66,0.05,John,0.0,678,252,17,0.83,2,69.6,223,65,302,False,396.0,177,68,1844,,2023-01-28T00:00:08.591408Z,56,89,9,1,0,None,0,,97299.jpg,4.0,55,8,0,0,0.0,Stones,8.2,48,17,False,None,21,1.02,a,13,43,135.0,234,54,93,1416852,0,810277,0,0.0,16.6,Stones,2
12,11,470,None,None,6,0.28,103025,1,,0,0,-5,5,803.1,22,18,2,,2,3,6.3,1.0,2,5.22,0.25,10.62,0.5,5.40,18.28,0.86,0.25,Riyad,0.0,753,326,23,1.08,5,186.5,40,29,303,False,540.0,104,45,1913,,None,75,26,13,0,0,2,0,,103025.jpg,4.2,41,20,0,0,0.0,Mahrez,8.9,47,15,False,None,22,1.04,a,13,43,524.0,58,36,126,2792148,0,2424019,0,0.0,16.8,Mahrez,2
10,9,490,100,75,10,0.44,114283,4,,0,0,1,-1,721.3,29,22,None,,2,3,1.7,0.8,0,6.74,0.3,11.24,0.5,4.50,14.46,0.63,0.2,Jack,0.0,740,319,16,0.7,5,191.7,37,26,305,False,515.8,112,49,2051,,2023-05-24T23:30:09.833906Z,71,36,19,0,0,None,0,,114283.jpg,4.3,33,15,0,0,0.0,Grealish,7.9,50,16,False,None,23,1.01,a,13,43,683.0,35,20,121,2703020,0,2234404,0,0.0,17.0,Grealish,4
2,10,304,0,0,6,0.42,121145,None,,0,0,1,-1,266.4,137,27,None,,4,2,0.0,0.0,0,1.53,0.11,2.36,0.17,0.83,13.34,0.94,0.06,João,0.0,741,261,16,1.13,2,81.2,182,46,306,False,277.0,254,98,1273,Season-long loan to Bayern Munich,2023-01-31T13:55:52.460014Z,71,37,2,0,0,None,0,,121145.jpg,4.3,34,4,1,0,0.0,Cancelo,17.8,18,5,False,None,16,1.13,u,13,43,276.0,139,15,73,3729404,0,6560851,0,0.0,10.3,Cancelo,3
1,8,581,None,None,11,0.31,121160,None,,0,0,-1,1,13.1,442,5,None,,0,1,2.8,1.0,3,0.22,0.01,0.22,0.01,0.00,28.08,0.8,0.0,Ederson,0.0,658,84,32,0.91,0,52.1,278,18,307,False,508.4,114,18,3150,,None,54,125,4,0,0,None,0,,121160.jpg,3.5,108,22,0,46,1.31,Santana de Moraes,15.0,24,5,False,None,35,1.0,a,13,43,0.0,770,84,121,2129302,0,2361752,0,0.0,22.4,Ederson,3
0,9,419,100,50,9,0.43,126184,None,,0,0,0,0,175.9,203,49,None,,1,2,1.9,0.5,8,1.30,0.06,2.85,0.13,1.55,16.48,0.79,0.07,Nathan,0.0,565,235,15,0.72,1,73.3,209,61,308,False,405.2,170,65,1871,,2023-05-06T20:30:08.256250Z,50,188,21,0,0,None,0,,126184.jpg,3.5,105,26,0,0,0.0,Aké,2.4,125,45,False,None,22,1.06,a,13,43,150.0,220,43,92,1184646,0,1087755,0,0.0,18.4,Aké,2
0,3,210,100,75,4,0.36,146941,None,,0,0,-4,4,111.2,277,79,None,,0,2,2.6,0.8,2,0.44,0.04,0.93,0.08,0.49,11.77,1.07,0.04,Aymeric,0.0,680,253,10,0.91,0,36.6,339,118,309,False,183.0,323,128,992,,2023-05-24T23:30:09.857504Z,56,91,10,0,0,None,0,,146941.jpg,3.3,124,30,0,0,0.0,Laporte,0.6,257,91,False,None,11,1.0,a,13,43,73.0,318,103,40,117538,0,140420,0,0.0,7.1,Laporte,0
0,0,0,0,0,0,0,164484,None,,0,0,0,0,0.0,567,45,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Zack,0.0,65,34,0,0,0,0.0,585,62,310,False,0.0,581,62,0,Joined Middlesbrough on loan - Expected back 01 Jul,2022-07-19T23:00:04.232428Z,40,657,41,0,0,None,0,,164484.jpg,0.0,593,62,0,0,0,Steffen,0.0,673,73,False,None,0,0,u,13,43,0.0,529,36,0,0,0,2401,0,0.0,0.0,Steffen,0
6,9,427,None,None,7,0.29,165809,None,,0,0,-3,3,515.0,57,47,None,,2,3,2.2,1.0,0,3.83,0.16,5.92,0.25,2.09,23.24,0.95,0.09,Bernardo,0.0,733,316,24,0.98,4,143.1,76,54,311,False,492.0,121,52,2196,,None,67,46,23,0,0,None,0,,165809.jpg,3.1,149,61,0,0,0.0,Veiga de Carvalho e Silva,5.9,67,22,False,None,24,0.98,a,13,43,424.0,86,56,106,1995525,0,2267643,0,0.0,15.8,Bernardo,5
0,1,432,100,75,9,0.41,171314,None,,0,0,0,0,83.7,319,103,None,,0,2,2.5,0.8,0,0.34,0.02,1.70,0.08,1.36,17.36,0.78,0.06,Rúben,0.0,709,258,16,0.72,0,62.5,242,75,312,False,416.8,160,60,1997,,2023-05-24T23:30:09.872175Z,60,69,6,0,0,None,0,,171314.jpg,3.1,147,44,0,0,0.0,Gato Alves Dias,7.4,54,19,False,None,22,0.99,a,13,43,124.0,247,63,80,1104765,0,1588052,0,0.0,13.3,Dias,3
7,15,517,100,100,5,0.25,209244,3,,0,0,0,0,707.4,31,24,4,,3,3,5.5,1.0,2,4.73,0.23,10.48,0.51,5.75,17.62,0.87,0.28,Phil,0.0,763,332,16,0.79,11,210.9,27,19,314,False,684.8,53,23,1832,,2023-03-26T21:00:08.998209Z,80,17,7,0,0,None,0,,209244.jpg,4.4,27,11,0,0,0.0,Foden,9.7,45,14,False,None,22,1.08,a,13,43,717.0,32,17,142,4736083,0,4532519,0,0.0,17.8,Foden,1
6,7,606,100,100,11,0.34,220566,None,,0,0,-4,4,555.9,48,40,None,,1,3,3.0,1.0,0,3.49,0.11,8.02,0.25,4.53,25.24,0.78,0.14,Rodrigo,0.0,686,287,26,0.8,2,176.9,45,32,315,False,716.0,43,18,2911,,2022-10-02T21:00:07.266280Z,56,97,51,0,0,None,0,,220566.jpg,3.0,161,65,0,0,0.0,Hernandez,1.9,138,48,False,None,34,1.05,a,13,43,493.0,64,40,108,316252,0,450840,0,0.0,19.3,Rodri,5
1,0,76,100,100,1,0.25,244851,None,,0,0,-3,3,88.7,313,169,None,,0,3,2.2,1.0,2,0.49,0.12,0.85,0.21,0.36,7.13,1.79,0.09,Cole,0.0,180,14,4,1.01,0,31.9,359,161,316,False,73.0,415,179,358,,2022-08-12T16:00:05.831482Z,42,613,324,0,0,None,0,,244851.jpg,1.4,423,184,0,0,0.0,Palmer,0.1,404,145,False,None,2,0.5,a,13,43,155.0,215,126,19,24237,0,27916,0,0.0,4.5,Palmer,1
0,0,0,0,0,0,0,432714,None,,0,0,0,0,0.0,687,282,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,355,79,0,0,0,0.0,693,280,317,False,0.0,688,277,0,Season-long loan to Sheffield United,2022-08-04T13:21:06.218126Z,45,386,219,0,0,None,0,,432714.jpg,0.0,699,286,0,0,0,McAtee,0.0,735,304,False,None,0,0,u,13,43,0.0,669,271,0,0,0,885,0,0.0,0.0,McAtee,0
9,40,1040,100,100,13,0.42,223094,None,,0,0,9,-9,371.0,99,9,None,,11,4,6.2,1.0,0,3.11,0.1,31.65,1.03,28.54,25.24,0.82,0.93,Erling,0.0,777,93,26,0.85,36,358.1,4,2,318,True,1390.0,1,1,2767,,2023-03-21T11:00:07.837535Z,124,2,1,0,0,1,0,,223094.jpg,7.8,2,1,0,0,0.0,Haaland,78.4,1,1,False,None,33,1.07,a,13,43,1825.0,1,1,272,7833248,0,4782879,0,0.0,21.9,Haaland,5
3,14,393,100,100,5,0.31,461358,None,,0,0,-4,4,286.5,129,14,None,,2,4,5.5,1.0,2,1.63,0.1,8.42,0.52,6.79,17.14,1.07,0.42,Julián,0.0,716,66,16,0.99,9,129.0,85,16,319,False,434.2,148,15,1448,,2022-12-21T14:30:07.153297Z,61,67,28,0,0,3,0,,461358.jpg,3.3,125,18,0,0,0.0,Álvarez,7.7,51,10,False,None,13,0.81,a,13,43,569.0,53,21,103,1407829,0,869475,0,0.0,16.9,Álvarez,0
0,0,0,0,0,0,0,439510,None,,0,0,-1,1,0.0,550,198,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,45,25,0,0,0,0.0,570,199,320,False,0.0,566,200,0,Season-long loan to Huddersfield Town,2022-08-25T14:30:06.307078Z,39,751,248,0,0,None,0,,439510.jpg,0.0,578,200,0,0,0,Mbete-Tabu,0.1,436,164,False,None,0,0,u,13,43,0.0,511,188,0,47144,0,57375,0,0.0,0.0,Mbete,0
0,0,0,0,0,0,0,447880,None,,0,0,-2,2,0.0,530,189,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,17,8,0,0,0,0.0,555,190,322,False,0.0,551,191,0,Season-long loan to Coventry City,2023-01-12T11:56:39.707551Z,38,774,259,0,0,None,0,,447880.jpg,0.0,563,191,0,0,0,Wilson-Esbrand,0.6,241,85,False,None,0,0,u,13,43,0.0,490,178,0,227647,0,241778,0,0.0,0.0,Wilson-Esbrand,0
0,0,0,0,0,0,0,463034,None,,0,0,-1,1,0.0,662,69,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Liam,0.0,304,4,0,0,0,0.0,670,71,323,False,0.0,665,69,0,Joined Stoke City on loan - Expected back 01 Jul,2022-08-23T08:30:06.022828Z,44,530,90,0,0,None,0,,463034.jpg,0.0,676,71,0,0,0,Delap,0.2,391,59,False,None,0,0,u,13,43,0.0,642,69,0,13802,0,65713,0,0.0,0.0,Delap,0
0,5,90,100,100,2,0.67,88248,None,,0,0,-3,3,0.0,517,13,None,,1,1,4.8,1.0,0,0.00,0.0,0.00,0.0,0.00,4.12,1.37,0.0,Stefan,0.0,1,1,1,0.33,0,11.7,443,29,324,False,116.8,372,29,270,,2023-03-01T17:30:07.715628Z,37,777,85,0,0,None,0,,88248.jpg,7.7,3,2,0,14,4.67,Ortega Moreno,1.5,159,21,False,None,3,1.0,a,13,43,0.0,476,3,23,315760,0,225171,0,0.0,6.2,Ortega,0
0,0,68,100,100,1,0.31,155405,None,,0,0,-2,2,54.4,368,191,None,,0,3,2.0,1.0,2,0.11,0.03,0.39,0.12,0.28,5.05,1.56,0.09,Kalvin,0.0,504,176,3,0.93,0,12.7,438,198,325,False,50.0,447,197,291,,2022-12-23T10:30:07.728260Z,48,273,163,0,0,None,0,,155405.jpg,1.2,463,205,0,0,0.0,Phillips,0.1,428,154,False,None,2,0.62,a,13,43,22.0,415,203,14,7922,0,49632,0,0.0,2.9,Phillips,1
0,0,0,None,None,0,0,17601,None,,0,0,-2,2,0.0,519,14,None,,1,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,3,2,0,0,0,0.0,546,40,502,False,0.0,542,40,0,,None,38,760,77,0,0,None,0,,17601.jpg,0.0,554,40,0,0,0,Carson,0.4,295,41,False,None,0,0,a,13,43,0.0,478,4,0,88998,0,72576,0,0.0,0.0,Carson,0
0,0,168,None,None,2,0.2,477064,None,,0,0,-2,2,189.3,187,45,None,,0,2,2.7,1.0,2,1.63,0.16,1.84,0.18,0.21,8.90,0.89,0.02,Rico,0.0,18,9,8,0.8,0,36.3,340,119,573,False,129.4,364,146,900,,None,38,775,260,0,0,None,0,,477064.jpg,2.1,285,102,0,0,0.0,Lewis,1.1,185,63,False,None,10,1.0,a,13,43,44.0,376,134,29,399450,0,300248,0,0.0,7.6,Lewis,1
1,1,83,None,None,1,0.26,437468,None,,0,0,-1,1,80.5,324,105,None,,0,2,2.5,1.0,2,1.05,0.28,1.42,0.38,0.37,5.90,1.56,0.1,Sergio,0.0,295,172,6,1.59,0,18.7,413,150,587,False,76.2,410,154,340,,None,44,521,119,0,0,None,0,,437468.jpg,1.8,353,127,0,0,0.0,Gómez,0.1,447,167,False,None,2,0.53,a,13,43,30.0,398,144,21,41010,0,38844,0,0.0,4.8,Sergio Gómez,0
0,0,0,0,0,0,0,219291,None,,0,0,0,0,0.0,682,279,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Claudio,0.0,343,73,0,0,0,0.0,688,277,599,False,0.0,683,274,0,Transferred to Palermo,2022-09-06T08:40:49.844334Z,45,374,213,0,0,None,0,,219291.jpg,0.0,694,283,0,0,0,Gomes,0.0,703,285,False,None,0,0,u,13,43,0.0,663,268,0,980,0,1225,0,0.0,0.0,Gomes,0
0,0,0,None,None,0,0,244932,None,,0,0,0,0,0.0,685,281,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,351,76,0,0,0,0.0,691,279,600,False,0.0,686,276,0,,None,45,382,216,0,0,None,0,,244932.jpg,0.0,697,285,0,0,0,Knight,0.0,685,275,False,None,0,0,a,13,43,0.0,667,270,0,1001,0,939,0,0.0,0.0,Knight,0
1,5,460,100,75,7,0.28,211975,None,,0,0,1,-1,146.5,230,57,None,,0,2,2.2,0.8,0,0.99,0.04,2.13,0.08,1.14,21.70,0.86,0.04,Manuel,0.0,607,245,23,0.91,0,71.4,218,64,610,False,385.6,183,71,2284,,2023-05-24T23:30:10.295920Z,51,177,19,0,0,None,0,,211975.jpg,2.8,187,64,0,0,0.0,Akanji,3.6,93,34,False,None,24,0.95,a,13,43,180.0,195,32,82,1063599,0,699962,0,0.0,16.1,Akanji,2
0,0,4,100,0,0,0.0,482769,None,,0,0,-1,1,2.6,468,226,None,,0,3,0.0,0.0,0,0.01,0.05,0.01,0.05,0.00,0.19,0.95,0.0,Máximo,0.0,306,60,1,5.0,0,0.8,520,236,712,False,1.0,531,243,18,,2023-05-24T21:30:09.793852Z,44,532,295,0,0,None,0,,482769.jpg,1.0,497,223,0,0,0.0,Perrone,0.0,741,309,False,None,0,0.0,a,13,43,4.0,464,226,1,292,0,210,0,0.0,0.2,Perrone,0
